CODIGO;NOMBRE;CAT. 2018-2;CAT. 2019-1;DEPARTAMENTO;PROVINCIA;DISTRITO;NUEVA REFERENCIA;REFERENCIA;DIRECIÓN;TS;MS;BI
2519;LIDERES;4;T;CUSCO;CUSCO;WANCHAQ;CUSCO/CUSCO/WANCHAQ;CUSCO / CUSCO / WANCHAQ;AV. TACNA 141;;;
2520;I.E.P. CEBA GAMOR;4;T;LIMA;LIMA;PUEBLO LIBRE;LIMA/LIMA/PUEBLO LIBRE;LIMA / LIMA / PUEBLO LIBRE;AV. BRASIL 1592;;;
2521;C.E.P. JUAN XXIII;4;T;LIMA;LIMA;SAN MARTIN DE PORRES;LIMA/LIMA/SAN MARTIN DE PORRES;LIMA / LIMA / SAN MARTIN DE PORRES;AV. ALFREDO MENDIOLA 1542;;;
2522;SANTISIMO CRISTO MORENO;4;T;ICA;ICA;ICA;ICA/ICA/ICA;ICA / ICA / ICA;CALLE SERVULO GUTIERREZ 280;;;
2523;LA REAL;4;T;LORETO;MAYNAS;PUNCHANA;LORETO/MAYNAS/PUNCHANA;LORETO / MAYNAS / PUNCHANA;AV. COLONIAL MZ. B, LT. 21-A;;;
2524;ALBINO LUCIANI;4;T;JUNIN;HUANCAYO;HUANCAYO;JUNIN/HUANCAYO/HUANCAYO;JUNIN / HUANCAYO / HUANCAYO;JR. OMAR YALI 229;;;
2525;MASTERCIENCIA;4;T;LIMA;LIMA;PUENTE PIEDRA;LIMA/LIMA/PUENTE PIEDRA;LIMA / LIMA / PUENTE PIEDRA;MZ. J - LT. 3 - AV. ROSA LUZ;;;
2526;LA ALEGRIA DE JESUS;4;T;LIMA;LIMA;SAN JUAN DE LURIGANCHO;LIMA/LIMA/SAN JUAN DE LURIGANCHO;LIMA / LIMA / SAN JUAN DE LURIGANCHO;PIRAMIDE DEL SOL 299 - URB. ZARATE;;;
2527;CRUZ SACO DEL ALAMO;4;T;LIMA;LIMA;SAN MARTIN DE PORRES;LIMA/LIMA/SAN MARTIN DE PORRES;LIMA / LIMA / SAN MARTIN DE PORRES;ASOCIACION EL ALAMO DE NARANJAL MZA. B, LOTE 21;;;
2528;PITAGORAS DE LOS OLIVOS;4;T;LIMA;LIMA;LOS OLIVOS;LIMA/LIMA/LOS OLIVOS;LIMA / LIMA / LOS OLIVOS;CALLE UCHUPATA MZ. K3 - LOTE 11;;;
2529;PAMER PARACAS;4;T;LIMA;LIMA;ATE;LIMA/LIMA/ATE;LIMA / LIMA / ATE;AV. PARACAS 901 - SALAMANCA;;;
2530;ROBERTO CLEMENTE MARKHAM;4;T;CALLAO;CALLAO;VENTANILLA;CALLAO/CALLAO/VENTANILLA;CALLAO / CALLAO / VENTANILLA;LOS LICENCIADOS MZA. P5, LOTES 2-3;;;
2531;NUESTRA SEÑORA DE FATIMA;4;T;AREQUIPA;AREQUIPA;AREQUIPA;AREQUIPA/AREQUIPA/AREQUIPA;AREQUIPA / AREQUIPA / AREQUIPA;AV. RICARDO PALMA 704 - UMACOLLO;;;
2532;CRISTO MILAGROSO;4;T;LIMA;LIMA;LA VICTORIA;LIMA/LIMA/LA VICTORIA;LIMA / LIMA / LA VICTORIA;LOS DIAMANTES 401 - BALCONCILLO;;;
2533;PAMER - SAN MIGUEL;4;T;LIMA;LIMA;SAN MIGUEL;LIMA/LIMA/SAN MIGUEL;LIMA / LIMA / SAN MIGUEL;JR. CONTISUYO N° 260;;;
2534;ANGELES DE JESUS;4;T;LIMA;LIMA;VILLA MARIA DEL TRIUNFO;LIMA/LIMA/VILLA MARIA DEL TRIUNFO;LIMA / LIMA / VILLA MARIA DEL TRIUNFO;JR. MATEO PUMACAHUA 450, URB. MICAELA BASTIDAS;;;
2535;JEDCER;4;T;LIMA;HUARAL;HUARAL;LIMA/HUARAL/HUARAL;LIMA / HUARAL / HUARAL;AV. 11 DE OCTUBRE S/N ESQUIVEL;;;
2536;INSTITUCION EDUCATIVA PRIVADA LA CATOLICA DE CARABAYLLO SAC;4;T;LIMA;LIMA;CARABAYLLO;LIMA/LIMA/CARABAYLLO;LIMA / LIMA / CARABAYLLO;CALLE W, MZ. Q2, LT. 1B - 7° ETAPA - URB. STO. DOMINGO;;;
2537;MARISCAL CACERES;4;T;LIMA;LIMA;SANTA ANITA;LIMA/LIMA/SANTA ANITA;LIMA / LIMA / SANTA ANITA;URB. ALAMEDA DE ATE - II ETAPA - MZ. LL, LOTE 1-2;;;
2538;JOSE INGENIEROS;4;T;JUNIN;HUANCAYO;HUANCAYO;JUNIN/HUANCAYO/HUANCAYO;JUNIN / HUANCAYO / HUANCAYO;JR. ANGARAES 660;;;
2539;JOSE ANDRES RAZURI ESTEVEZ;4;T;CUSCO;CUSCO;WANCHAQ;CUSCO/CUSCO/WANCHAQ;CUSCO / CUSCO / WANCHAQ;URB. SANTA MONICA A-4;;;
2540;NEWTON;4;T;JUNIN;SATIPO;SATIPO;JUNIN/SATIPO/SATIPO;JUNIN / SATIPO / SATIPO;JR. ANTONIO RAYMONDI N° 529;;;
2541;HONORES;4;T;HUANUCO;HUANUCO;HUANUCO;HUANUCO/HUANUCO/HUANUCO;HUANUCO / HUANUCO / HUANUCO;JR. TARAPACA 527;;;
2542;SAN AGUSTIN;4;T;HUANUCO;HUANUCO;HUANUCO;HUANUCO/HUANUCO/HUANUCO;HUANUCO / HUANUCO / HUANUCO;JR. DAMASO BERAUN N° 1050;;;
2543;BERTOLT BRECHT;4;T;AYACUCHO;HUAMANGA;AYACUCHO;AYACUCHO/HUAMANGA/AYACUCHO;AYACUCHO / HUAMANGA / AYACUCHO;JR. CALLAO 257;;;
2544;SACO OLIVEROS PUENTE PIEDRA;4;T;LIMA;LIMA;PUENTE PIEDRA;LIMA/LIMA/PUENTE PIEDRA;LIMA / LIMA / PUENTE PIEDRA;URB. CRISANTEMOS MZ. D, LOTE 6;;;
2545;VIRGEN DEL PILAR;4;T;ICA;CHINCHA;CHINCHA ALTA;ICA/CHINCHA/CHINCHA ALTA;ICA / CHINCHA / CHINCHA ALTA;CALLE MAURTUA N° 381;;;
2546;SANTA JUANA DE LESTONNAC;4;T;LIMA;LIMA;SAN JUAN DE LURIGANCHO;LIMA/LIMA/SAN JUAN DE LURIGANCHO;LIMA / LIMA / SAN JUAN DE LURIGANCHO;JR. MANCAES 155 - URB. CANTO BELLO;;;
2547;JOSE INGENIEROS;4;T;LIMA;LIMA;SAN JUAN DE LURIGANCHO;LIMA/LIMA/SAN JUAN DE LURIGANCHO;LIMA / LIMA / SAN JUAN DE LURIGANCHO;AV. CANTO GRANDE MZ. C, LT. 25 (26) AS. PU. AYACUCHO;;;
2548;JESUS EDUCADOR;4;T;LIMA;LIMA;CARABAYLLO;LIMA/LIMA/CARABAYLLO;LIMA / LIMA / CARABAYLLO;MZ. D, LOTE N° 24 - LOS SAUCES;;;
2549;JESUS EL BUEN PASTOR;4;T;LIMA;LIMA;INDEPENDENCIA;LIMA/LIMA/INDEPENDENCIA;LIMA / LIMA / INDEPENDENCIA;CALLE MANCO CAPAC N° 145;;;
2550;REINA CARMELITA;4;T;LIMA;LIMA;VILLA MARIA DEL TRIUNFO;LIMA/LIMA/VILLA MARIA DEL TRIUNFO;LIMA / LIMA / VILLA MARIA DEL TRIUNFO;AV. MIGUEL GRAU N° 2205;;;
2551;SACO OLIVEROS DE JOSE GALVEZ;4;T;LIMA;LIMA;VILLA MARIA DEL TRIUNFO;LIMA/LIMA/VILLA MARIA DEL TRIUNFO;LIMA / LIMA / VILLA MARIA DEL TRIUNFO;AV. LIMA # 791 - JOSE GALVEZ;;;
2552;SAN MIGUEL ARCANGEL;4;T;AREQUIPA;AREQUIPA;MIRAFLORES;AREQUIPA/AREQUIPA/MIRAFLORES;AREQUIPA / AREQUIPA / MIRAFLORES;CALLE JOSE GALVEZ 912;;;
2553;CATOLICO JOSBER;4;T;AREQUIPA;CAMANA;CAMANA;AREQUIPA/CAMANA/CAMANA;AREQUIPA / CAMANA / CAMANA;JR. PIZARRO N° 240;;;
2554;TALENTUS CRISTY;4;T;LIMA;LIMA;SAN JUAN DE LURIGANCHO;LIMA/LIMA/SAN JUAN DE LURIGANCHO;LIMA / LIMA / SAN JUAN DE LURIGANCHO;AV. CANTO GRANDE 148;;;
2555;JOHN F. KENNEDY COLLEGE;4;T;CAJAMARCA;CAJAMARCA;CAJAMARCA;CAJAMARCA/CAJAMARCA/CAJAMARCA;CAJAMARCA / CAJAMARCA / CAJAMARCA;JR. GUADALUPE N° 178;;;
2556;JESUS REPARADOR;4;T;LIMA;LIMA;COMAS;LIMA/LIMA/COMAS;LIMA / LIMA / COMAS;MZ. D-2. LT 15 - URB. EL PINAR;;;
2557;SANTA RITA;4;T;LIMA;LIMA;EL AGUSTINO;LIMA/LIMA/EL AGUSTINO;LIMA / LIMA / EL AGUSTINO;AV. BOSQUE HUANCA 940 - COOP. HUANCAYO;;;
2558;ALTERNATIVO CARMELITAS;4;T;LIMA;LIMA;LURIGANCHO;LIMA/LIMA/LURIGANCHO;LIMA / LIMA / LURIGANCHO - CHOSICA;"ASOCIACION 1° DE MAYO, MANZANA ""F"", LOTE 14";;;
2559;JEAN PIAGET;4;T;LIMA;LIMA;JESUS MARIA;LIMA/LIMA/JESUS MARIA;LIMA / LIMA / JESUS MARIA;AVENIDA MAXIMO ABRIL N° 525;;;
2560;DULCE NOMBRE DE JESUS;4;T;LIMA;LIMA;SANTA ANITA;LIMA/LIMA/SANTA ANITA;LIMA / LIMA / SANTA ANITA;AVENIDA FRANCISCO BOLOGNESI 623;;;
2561;SAN IGNACIO DE LOYOLA;4;T;LIMA;LIMA;VILLA MARIA DEL TRIUNFO;LIMA/LIMA/VILLA MARIA DEL TRIUNFO;LIMA / LIMA / VILLA MARIA DEL TRIUNFO;MZ. M S/N 19 DE JULIO - NUEVO MILENIO;;;
2562;ALAS PERUANO ARGENTINO;4;T;LIMA;LIMA;MAGDALENA DEL MAR;LIMA/LIMA/MAGDALENA DEL MAR;LIMA / LIMA / MAGDALENA;JR. TACNA 665;;;
2563;HANS CHRISTIAN ANDERSEN;4;T;LIMA;LIMA;CHACLACAYO;LIMA/LIMA/CHACLACAYO;LIMA / LIMA / CHACLACAYO;AVENIDA LOS ALAMOS 133;;;
2564;JESUS'S CHILDREN;4;T;CALLAO;CALLAO;CARMEN DE LA LEGUA REYNOSO;CALLAO/CALLAO/CARMEN DE LA LEGUA REYNOSO;CALLAO / CALLAO / CARMEN DE LA LEGUA;AV. PRIMERO DE MAYO N° 731;;;
2565;WILLIAM HAWKING;4;T;CAJAMARCA;CAJAMARCA;CAJAMARCA;CAJAMARCA/CAJAMARCA/CAJAMARCA;CAJAMARCA / CAJAMARCA / CAJAMARCA;AV. HOYOS RUBIO N° 1804;;;
2566;JESUS NAZARENO;4;T;APURIMAC;ANDAHUAYLAS;ANDAHUAYLAS;APURIMAC/ANDAHUAYLAS/ANDAHUAYLAS;APURIMAC / ANDAHUAYLAS / ANDAHUAYLAS;TUPAC AMARU N° 209;;;
2567;INGENIERIA DE MAGDALENA;4;T;LIMA;LIMA;MAGDALENA DEL MAR;LIMA/LIMA/MAGDALENA DEL MAR;LIMA / LIMA / MAGDALENA;JAVIER PRADO OESTE 770;;;
2568;CESAR VALLEJO;4;T;HUANCAVELICA;HUANCAVELICA;HUANCAVELICA;HUANCAVELICA/HUANCAVELICA/HUANCAVELICA;HUANCAVELICA / HUANCAVELICA / HUANCAVELICA;JR. ARICA S/N CERCADO;;;
2569;JEAN LEBLANC VENNE;4;T;LIMA;LIMA;SAN JUAN DE LURIGANCHO;LIMA/LIMA/SAN JUAN DE LURIGANCHO;LIMA / LIMA / SAN JUAN DE LURIGANCHO;CALLE MANGANESO MZ. W. LOTE 08 - SAN HILARION;;;
2570;FRANCISCO PENZZOTTI;4;T;LIMA;LIMA;SAN LUIS;LIMA/LIMA/SAN LUIS;LIMA / LIMA / SAN LUIS;JIRON HORACIO PATIÑO N° 790;;;
2571;THOMAS ALVA EDISON;4;T;ANCASH;HUARAZ;HUARAZ;ANCASH/HUARAZ/HUARAZ;ANCASH / HUARAZ / HUARAZ;JR. JOSE DE SUCRE 1226;;;
2572;HARVARD COLLEGE - UCV;4;T;PIURA;PIURA;PIURA;PIURA/PIURA/PIURA;PIURA / PIURA / PIURA;AV. CHULUCANAS S/N;;;
2573;CRISTO REDENTOR;4;T;LIMA;LIMA;LOS OLIVOS;LIMA/LIMA/LOS OLIVOS;LIMA / LIMA / LOS OLIVOS;PSJE. LAS HIGUERAS N° 4110;;;
2574;NUEVO MUNDO;4;T;LIMA;LIMA;LURIGANCHO;LIMA/LIMA/LURIGANCHO;LIMA / LIMA / LURIGANCHO - CHOSICA;CARRETERA CENTRAL KM 28.5 - CHOSICA;;;
2575;NUESTRA SEÑORA DE LA MERCED;4;T;CUSCO;CALCA;CALCA;CUSCO/CALCA/CALCA;CUSCO / CALCA / CALCA;AV. LOS JARDINES N° 02;;;
2576;SAN ISIDRO DE MANCHAY;4;T;LIMA;LIMA;PACHACAMAC;LIMA/LIMA/PACHACAMAC;LIMA / LIMA / PACHACAMAC;AV. VICTOR MALASQUEZ MZ. B11, LOTE 8 - HUERTOS DE MANCHAY;;;
2577;LA SORBONA DE LIMA;4;T;LIMA;LIMA;ATE;LIMA/LIMA/ATE;LIMA / LIMA / ATE;"URB. EL PORVENIR - MZ ""F"" - LT 1 - VITARTE";;;
2578;SAN AGUSTIN;4;T;LIMA;BARRANCA;BARRANCA;LIMA/BARRANCA/BARRANCA;LIMA / BARRANCA / BARRANCA;AV. COSTANERA S/N;;;
2579;LA RECOLETA DE LOS OLIVOS;4;T;LIMA;LIMA;LOS OLIVOS;LIMA/LIMA/LOS OLIVOS;LIMA / LIMA / LOS OLIVOS;AV. CENTRAL N° 333 - STA. LUISA;;;
2580;CHRISTIAN BARNARD;4;T;LIMA;LIMA;LOS OLIVOS;LIMA/LIMA/LOS OLIVOS;LIMA / LIMA / LOS OLIVOS;"JIRON ZAFIRO, MANZANA ""B"", LOTE 5";;;
2581;LA CATOLICA;4;T;LIMA;LIMA;LURIGANCHO;LIMA/LIMA/LURIGANCHO;LIMA / LIMA / LURIGANCHO;JR. SALAVERRY 280 - CHOSICA;;;
2582;SAN RAMON;4;T;LIMA;LIMA;COMAS;LIMA/LIMA/COMAS;LIMA / LIMA / COMAS;JR. ARANGURI 465 - STA. LUZMILA 1ERA ETAPA;;;
2583;ROMA;4;T;LIMA;LIMA;SAN MARTIN DE PORRES;LIMA/LIMA/SAN MARTIN DE PORRES;LIMA / LIMA / SAN MARTIN DE PORRES;MZ. B, LT. 15 - URB. LOS JARDINES DEL NARANJAL;;;
2584;LEONARD EULER;4;T;LIMA;LIMA;SAN JUAN DE LURIGANCHO;LIMA/LIMA/SAN JUAN DE LURIGANCHO;LIMA / LIMA / SAN JUAN DE LURIGANCHO;MZ. B - LOTE 10;;;
2585;AVANTE;4;T;LIMA;LIMA;LOS OLIVOS;LIMA/LIMA/LOS OLIVOS;LIMA / LIMA / LOS OLIVOS;AV, UNIVERSITARIA N° 6002;;;
2586;B.F. SKINNER;4;T;LIMA;LIMA;CARABAYLLO;LIMA/LIMA/CARABAYLLO;LIMA / LIMA / CARABAYLLO;PROLONGACIÓN AV. SANTO DOMINGO MZ. B, LOTE 2,3,7,8 URB. SAN FRANCISCO;;;
2587;CRAMER;4;T;PUNO;PUNO;PUNO;PUNO/PUNO/PUNO;PUNO / PUNO / PUNO;JR. AYACUCHO 690 - BARRIO SAN ANTONIO;;;
2588;DIVINO JESUS;4;T;LIMA;LIMA;COMAS;LIMA/LIMA/COMAS;LIMA / LIMA / COMAS;JR. ASUNCIÓN N° 157;;;
2589;EL UNIVERSITARIO;4;T;AREQUIPA;AREQUIPA;AREQUIPA;AREQUIPA/AREQUIPA/AREQUIPA;AREQUIPA / AREQUIPA / AREQUIPA;CALLE PUENTE GRAU N° 106 - CERCADO;;;
2590;GALILEO;4;T;CUSCO;CUSCO;WANCHAQ;CUSCO/CUSCO/WANCHAQ;CUSCO / CUSCO / WANCHAQ;CONDOMINIO HUASCAR A-21;;;
2591;JACK GOLDFARB;4;T;LIMA;LIMA;COMAS;LIMA/LIMA/COMAS;LIMA / LIMA / COMAS;JR. CUBA N° 241 - URB. HUAQUILLAY KM. 12;;;
2592;JHON VON NEWMANN;4;T;LIMA;LIMA;COMAS;LIMA/LIMA/COMAS;LIMA / LIMA / COMAS;AV. JULIO C. TELLO # 1065;;;
2593;JUVENTUS;4;T;AREQUIPA;AREQUIPA;CERRO COLORADO;AREQUIPA/AREQUIPA/CERRO COLORADO;AREQUIPA / AREQUIPA / CERRO COLORADO;CALLE JORGE CHAVEZ 211 - LA LIBERTAD;;;
2594;LAS AMERICAS S.A.C.;4;T;LIMA;LIMA;SAN JUAN DE MIRAFLORES;LIMA/LIMA/SAN JUAN DE MIRAFLORES;LIMA / LIMA / SAN JUAN DE MIRAFLORES;AV. MIGUEL IGLESIAS MZ. C. LOTE-1, TREBOL AZUL;;;
2595;MANUEL AREVALO CACERES;4;T;LIMA;LIMA;LIMA;LIMA/LIMA/LIMA;LIMA / LIMA / LIMA;JR, CHANCAY N° 869;;;
2596;MARIA REYNA DEL CIELO;4;T;LIMA;LIMA;SAN JUAN DE LURIGANCHO;LIMA/LIMA/SAN JUAN DE LURIGANCHO;LIMA / LIMA / SAN JUAN DE LURIGANCHO;JR. PIEDRA DEL SOL N° 1778 - INCA MANCO CÁPAC;;;
2597;MARIANO MELGAR;4;T;LA LIBERTAD;TRUJILLO;LAREDO;LA LIBERTAD/TRUJILLO/LAREDO;LA LIBERTAD / TRUJILLO / LAREDO;JR. O'DONOVAN #03 / SECTOR LOS HEROES;;;
2598;MATEMATICO HONORES;4;T;LIMA;LIMA;COMAS;LIMA/LIMA/COMAS;LIMA / LIMA / COMAS;CALLE 6, MZ. O, LOTE 01 - URB. EL PINAR;;;
2599;MICHEL DUCLERCQ;4;T;LIMA;LIMA;LOS OLIVOS;LIMA/LIMA/LOS OLIVOS;LIMA / LIMA / LOS OLIVOS;AV, NARANJAL N° 1313;;;
2600;MI PEQUEÑO REYNO SAN LORENZO;4;T;AREQUIPA;AREQUIPA;MARIANO MELGAR;AREQUIPA/AREQUIPA/MARIANO MELGAR;AREQUIPA / AREQUIPA / MARIANO MELGAR;ANCASH # 106;;;
2601;NIKOLA TESLA;4;T;LIMA;LIMA;VILLA MARIA DEL TRIUNFO;LIMA/LIMA/VILLA MARIA DEL TRIUNFO;LIMA / LIMA / VILLA MARIA DEL TRIUNFO;JR. MARIANO MELGAR MZ. F, LT. 7 - 19 JULIO;;;
2602;ANDRES BELLO;4;T;LIMA;LIMA;LIMA;LIMA/LIMA/LIMA;LIMA / LIMA / LIMA;JR. MOQUEGUA 467;;;
2603;LA ROCA;4;T;LIMA;LIMA;LURIGANCHO;LIMA/LIMA/LURIGANCHO;LIMA / LIMA / LURIGANCHO;PASAJE NAVIDAD N° 156;;;
2604;CRISTIANO DIEGO THOMSON;4;T;LIMA;LIMA;SAN JUAN DE MIRAFLORES;LIMA/LIMA/SAN JUAN DE MIRAFLORES;LIMA / LIMA / SAN JUAN DE MIRAFLORES;MANUEL JARAMILLO 1027, ZONA A;;;
2605;VIRGEN DE FATIMA;4;T;LIMA;LIMA;PUENTE PIEDRA;LIMA/LIMA/PUENTE PIEDRA;LIMA / LIMA / PUENTE PIEDRA;ASOCIACION TRECE DE MAYO MZ. B, LT. 3 Y 4;;;
2606;THALES DE MILETO;4;T;CALLAO;CALLAO;CALLAO;CALLAO/CALLAO/CALLAO;CALLAO / CALLAO / CALLAO;URB. LOS JAZMINES III - ETAPA - CALLAO;;;
2607;SOR ANA DE LOS ANGELES;4;T;LAMBAYEQUE;LAMBAYEQUE;LAMBAYEQUE;LAMBAYEQUE/LAMBAYEQUE/LAMBAYEQUE;LAMBAYEQUE / LAMBAYEQUE / LAMBAYEQUE;PROLONG. LIBERTAD S/N. URB, SANTA TERESA;;;
2608;SANTA INES;4;T;LIMA;LIMA;ATE;LIMA/LIMA/ATE;LIMA / LIMA / ATE VITARTE;AV. GRAU 2550 - SAN GREGORIO;;;
2609;SACO OLIVEROS DE CANTA CALLAO;4;T;LIMA;LIMA;SAN MARTIN DE PORRES;LIMA/LIMA/SAN MARTIN DE PORRES;LIMA / LIMA / SAN MARTIN DE PORRES;ASOC. VIRGEN DE LA SOLEDAD MZA. 7, 8 Y 9 LT.;;;
2610;REYNA DEL MUNDO;4;T;ICA;ICA;ICA;ICA/ICA/ICA;ICA / ICA / ICA;AV. HUACACHINA N° 255;;;
2611;PERUANO ITALIANA DOMINGO SAVIO;4;T;AREQUIPA;AREQUIPA;CERRO COLORADO;AREQUIPA/AREQUIPA/CERRO COLORADO;AREQUIPA / AREQUIPA / CERRO COLORADO;CALLE CHALLAPAMPA - 101;;;
2612;SANTA RITA DE CASIA;4;T;LIMA;LIMA;LURIGANCHO;LIMA/LIMA/LURIGANCHO;LIMA / LIMA / LURIGANCHO;AV. LOS TUCANES MZ. L2, LT 12D;;;
2613;JAUJA;4;T;JUNIN;JAUJA;JAUJA;JUNIN/JAUJA/JAUJA;JUNIN / JAUJA / JAUJA;JR. BOLIVAR # 961;;;
2614;SAN IGNACIO DE RECALDE;4;T;JUNIN;JAUJA;JAUJA;JUNIN/JAUJA/JAUJA;JUNIN / JAUJA / JAUJA;JR. BOLIVAR # 875;;;
2615;AMERICANA;4;T;LIMA;LIMA;INDEPENDENCIA;LIMA/LIMA/INDEPENDENCIA;LIMA / LIMA / INDEPENDENCIA;AV. LOS JAZMINES 171;;;
2616;SAN ANDRES SAC;4;T;CALLAO;CALLAO;VENTANILLA;CALLAO/CALLAO/VENTANILLA;CALLAO / CALLAO / VENTANILLA;AV. LOS GERANIOS MZ. G, LOTE 6, URB. SATELITE;;;
2617;DANIEL A. CARRION;4;T;LIMA;LIMA;SAN JUAN DE LURIGANCHO;LIMA/LIMA/SAN JUAN DE LURIGANCHO;LIMA / LIMA / SAN JUAN DE LURIGANCHO;JR. LOS PELITRES N° 1699 - INT. 401;;;
2618;EDUCARE;4;T;LIMA;LIMA;LURIGANCHO;LIMA/LIMA/LURIGANCHO;LIMA / LIMA / LURIGANCHO;AV. LAS FLORES 626 - SANTA MARIA;;;
2619;ISAAC NEWTON;4;T;LIMA;LIMA;SAN JUAN DE LURIGANCHO;LIMA/LIMA/SAN JUAN DE LURIGANCHO;LIMA / LIMA / SAN JUAN DE LURIGANCHO;MZ. K7, LOTE 1, ESMERALDA DE LOS ANDES;;;
2620;MIGUEL ANGEL ASTURIAS;4;T;LIMA;LIMA;COMAS;LIMA/LIMA/COMAS;LIMA / LIMA / COMAS;AV. SANTA ROSA III ZONA, COLLIQUE N° 850 - 862;;;
2621;MARIA AUXILIADORA;4;T;PIURA;PIURA;CASTILLA;PIURA/PIURA/CASTILLA;PIURA / PIURA / CASTILLA;AV. PROGRESO N° 2003;;;
2622;TRENTO SAN MIGUEL;4;T;LIMA;LIMA;SAN MIGUEL;LIMA/LIMA/SAN MIGUEL;LIMA / LIMA / SAN MIGUEL;AV. LA MARINA 2287;;;
2623;JOHANNES KEPLER;4;T;LIMA;LIMA;EL AGUSTINO;LIMA/LIMA/EL AGUSTINO;LIMA / LIMA / EL AGUSTINO;CALLE SIMON BOLIVAR 173;;;
2624;ASIS;4;T;PIURA;MORROPON;CHULUCANAS;PIURA/MORROPON/CHULUCANAS;PIURA / MORROPON / CHULUCANAS;CALLE APURIMAC 657;;;
2625;SANTISIMO SEÑOR DE LUREN;4;T;LIMA;LIMA;BREÑA;LIMA/LIMA/BREÑA;LIMA / LIMA / BREÑA;JR. CASTROVIRREYNA N° 458;;;
2626;APOSTOL SAN PEDRO;4;T;LIMA;LIMA;SAN JUAN DE LURIGANCHO;LIMA/LIMA/SAN JUAN DE LURIGANCHO;LIMA / LIMA / SAN JUAN DE LURIGANCHO;AV. CENTRAL MZ. K-8 LT. 6 Y 7, ASOC. LAS PALMERAS;;;
2627;JORGE BASADRE;4;T;LIMA;LIMA;SAN MARTIN DE PORRES;LIMA/LIMA/SAN MARTIN DE PORRES;LIMA / LIMA / SAN MARTIN DE PORRES;MZ. U, LOTE 15, ASOC. VIRGEN DEL ROSARIO;;;
2628;NUESTRA SEÑORA DEL CARMEN;4;T;PIURA;PIURA;CATACAOS;PIURA/PIURA/CATACAOS;PIURA / PIURA / CATACAOS;AV. PRINCIPAL CUADRA 02;;;
2629;PAMER LAS ARENAS;4;T;PIURA;PIURA;PIURA;PIURA/PIURA/PIURA;PIURA / PIURA / PIURA;AV. FORTUNATO CHIRICHIGNO N° 419 - URB. EL CHIPE;;;
